"No.","Time","Source","Destination","Protocol","Length","Info"
"14","0.000200173","127.0.0.1","127.0.0.1","TCP","66","58988  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"15","0.000217165","127.0.0.1","127.0.0.1","TCP","74","42038  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"16","0.000220919","127.0.0.1","127.0.0.1","TCP","74","44009  >  42038 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"17","0.000224857","127.0.0.1","127.0.0.1","TCP","66","42038  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"18","0.000231861","127.0.0.1","127.0.0.1","TCP","1066","42038  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"19","0.000234375","127.0.0.1","127.0.0.1","TCP","66","44009  >  42038 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"20","0.000319777","127.0.0.1","127.0.0.1","TCP","130","44009  >  42038 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804238694 TSecr=2804238694"
"21","0.000326723","127.0.0.1","127.0.0.1","TCP","66","42038  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"22","0.000342631","127.0.0.1","127.0.0.1","TCP","74","41346  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"23","0.000346098","127.0.0.1","127.0.0.1","TCP","74","43009  >  41346 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"24","0.000349734","127.0.0.1","127.0.0.1","TCP","66","41346  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"25","0.000356536","127.0.0.1","127.0.0.1","TCP","106","41346  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804238694 TSecr=2804238694"
"26","0.000363155","127.0.0.1","127.0.0.1","TCP","66","43009  >  41346 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"27","0.000368623","127.0.0.1","127.0.0.1","TCP","78","43009  >  41346 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804238694 TSecr=2804238694"
"28","0.000373927","127.0.0.1","127.0.0.1","TCP","66","41346  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"29","0.000389408","127.0.0.1","127.0.0.1","TCP","74","58994  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"30","0.000392725","127.0.0.1","127.0.0.1","TCP","74","42009  >  58994 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"31","0.000396498","127.0.0.1","127.0.0.1","TCP","66","58994  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"32","0.000403104","127.0.0.1","127.0.0.1","TCP","1066","58994  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"33","0.000405445","127.0.0.1","127.0.0.1","TCP","66","42009  >  58994 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"34","0.000479396","127.0.0.1","127.0.0.1","TCP","91","42009  >  58994 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804238694 TSecr=2804238694"
"35","0.000485587","127.0.0.1","127.0.0.1","TCP","66","58994  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"36","0.000500487","127.0.0.1","127.0.0.1","TCP","74","42044  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"37","0.000503769","127.0.0.1","127.0.0.1","TCP","74","44009  >  42044 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"38","0.000507492","127.0.0.1","127.0.0.1","TCP","66","42044  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"39","0.000514175","127.0.0.1","127.0.0.1","TCP","1066","42044  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"40","0.000516544","127.0.0.1","127.0.0.1","TCP","66","44009  >  42044 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"41","0.000588246","127.0.0.1","127.0.0.1","TCP","130","44009  >  42044 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804238694 TSecr=2804238694"
"42","0.000596507","127.0.0.1","127.0.0.1","TCP","66","42044  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"43","0.000615645","127.0.0.1","127.0.0.1","TCP","74","41352  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"44","0.000619323","127.0.0.1","127.0.0.1","TCP","74","43009  >  41352 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"45","0.000623747","127.0.0.1","127.0.0.1","TCP","66","41352  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"46","0.000631076","127.0.0.1","127.0.0.1","TCP","106","41352  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804238694 TSecr=2804238694"
"47","0.000636647","127.0.0.1","127.0.0.1","TCP","66","43009  >  41352 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"48","0.000641754","127.0.0.1","127.0.0.1","TCP","78","43009  >  41352 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804238694 TSecr=2804238694"
"49","0.000647147","127.0.0.1","127.0.0.1","TCP","66","41352  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"50","0.000662982","127.0.0.1","127.0.0.1","TCP","74","59000  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"51","0.000666537","127.0.0.1","127.0.0.1","TCP","74","42009  >  59000 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"52","0.000670203","127.0.0.1","127.0.0.1","TCP","66","59000  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"53","0.000676957","127.0.0.1","127.0.0.1","TCP","1066","59000  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"54","0.000679359","127.0.0.1","127.0.0.1","TCP","66","42009  >  59000 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"55","0.000744951","127.0.0.1","127.0.0.1","TCP","91","42009  >  59000 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804238694 TSecr=2804238694"
"56","0.000753721","127.0.0.1","127.0.0.1","TCP","66","59000  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"57","0.000769100","127.0.0.1","127.0.0.1","TCP","74","42050  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"58","0.000772662","127.0.0.1","127.0.0.1","TCP","74","44009  >  42050 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"59","0.000776326","127.0.0.1","127.0.0.1","TCP","66","42050  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"60","0.000783229","127.0.0.1","127.0.0.1","TCP","1066","42050  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"61","0.000785609","127.0.0.1","127.0.0.1","TCP","66","44009  >  42050 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"62","0.000843815","127.0.0.1","127.0.0.1","TCP","130","44009  >  42050 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804238694 TSecr=2804238694"
"63","0.000850591","127.0.0.1","127.0.0.1","TCP","66","42050  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"64","0.000865596","127.0.0.1","127.0.0.1","TCP","74","41358  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"65","0.000869416","127.0.0.1","127.0.0.1","TCP","74","43009  >  41358 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"66","0.000873056","127.0.0.1","127.0.0.1","TCP","66","41358  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"67","0.000879999","127.0.0.1","127.0.0.1","TCP","106","41358  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804238694 TSecr=2804238694"
"68","0.000885616","127.0.0.1","127.0.0.1","TCP","66","43009  >  41358 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"69","0.000890410","127.0.0.1","127.0.0.1","TCP","78","43009  >  41358 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804238694 TSecr=2804238694"
"70","0.000895634","127.0.0.1","127.0.0.1","TCP","66","41358  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"71","0.000910981","127.0.0.1","127.0.0.1","TCP","74","59006  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"72","0.000914305","127.0.0.1","127.0.0.1","TCP","74","42009  >  59006 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"73","0.000917979","127.0.0.1","127.0.0.1","TCP","66","59006  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"74","0.000924704","127.0.0.1","127.0.0.1","TCP","1066","59006  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"75","0.000927077","127.0.0.1","127.0.0.1","TCP","66","42009  >  59006 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"76","0.001009118","127.0.0.1","127.0.0.1","TCP","91","42009  >  59006 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804238694 TSecr=2804238694"
"77","0.001015033","127.0.0.1","127.0.0.1","TCP","66","59006  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"78","0.001030463","127.0.0.1","127.0.0.1","TCP","74","42056  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=0 WS=128"
"79","0.001033990","127.0.0.1","127.0.0.1","TCP","74","44009  >  42056 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804238694 TSecr=2804238694 WS=128"
"80","0.001037685","127.0.0.1","127.0.0.1","TCP","66","42056  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804238694 TSecr=2804238694"
"81","0.001044748","127.0.0.1","127.0.0.1","TCP","1066","42056  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804238694 TSecr=2804238694"
"82","0.001047011","127.0.0.1","127.0.0.1","TCP","66","44009  >  42056 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804238694 TSecr=2804238694"
"83","0.001140225","127.0.0.1","127.0.0.1","TCP","130","44009  >  42056 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804238695 TSecr=2804238694"
"84","0.001147866","127.0.0.1","127.0.0.1","TCP","66","42056  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804238695 TSecr=2804238695"
"85","2.504988575","127.0.0.1","127.0.0.1","TCP","74","41364  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"86","2.505014395","127.0.0.1","127.0.0.1","TCP","74","43009  >  41364 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"87","2.505037621","127.0.0.1","127.0.0.1","TCP","66","41364  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"88","2.505069971","127.0.0.1","127.0.0.1","TCP","106","41364  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804239446 TSecr=2804239446"
"89","2.505103648","127.0.0.1","127.0.0.1","TCP","66","43009  >  41364 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"90","2.505138291","127.0.0.1","127.0.0.1","TCP","78","43009  >  41364 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804239446 TSecr=2804239446"
"91","2.505157224","127.0.0.1","127.0.0.1","TCP","66","41364  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"92","2.505216144","127.0.0.1","127.0.0.1","TCP","74","59012  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"93","2.505227853","127.0.0.1","127.0.0.1","TCP","74","42009  >  59012 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"94","2.505240765","127.0.0.1","127.0.0.1","TCP","66","59012  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"95","2.505265236","127.0.0.1","127.0.0.1","TCP","1066","59012  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"96","2.505273580","127.0.0.1","127.0.0.1","TCP","66","42009  >  59012 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"97","2.505478649","127.0.0.1","127.0.0.1","TCP","91","42009  >  59012 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804239446 TSecr=2804239446"
"98","2.505499981","127.0.0.1","127.0.0.1","TCP","66","59012  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"99","2.505556602","127.0.0.1","127.0.0.1","TCP","74","42062  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"100","2.505568005","127.0.0.1","127.0.0.1","TCP","74","44009  >  42062 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"101","2.505579771","127.0.0.1","127.0.0.1","TCP","66","42062  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"102","2.505600887","127.0.0.1","127.0.0.1","TCP","1066","42062  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"103","2.505608180","127.0.0.1","127.0.0.1","TCP","66","44009  >  42062 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"104","2.505818066","127.0.0.1","127.0.0.1","TCP","130","44009  >  42062 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804239446 TSecr=2804239446"
"105","2.505840252","127.0.0.1","127.0.0.1","TCP","66","42062  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"106","2.505886025","127.0.0.1","127.0.0.1","TCP","74","41370  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"107","2.505895754","127.0.0.1","127.0.0.1","TCP","74","43009  >  41370 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"108","2.505906231","127.0.0.1","127.0.0.1","TCP","66","41370  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"109","2.505926090","127.0.0.1","127.0.0.1","TCP","106","41370  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804239446 TSecr=2804239446"
"110","2.505945257","127.0.0.1","127.0.0.1","TCP","66","43009  >  41370 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"111","2.505963143","127.0.0.1","127.0.0.1","TCP","78","43009  >  41370 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804239446 TSecr=2804239446"
"112","2.505978304","127.0.0.1","127.0.0.1","TCP","66","41370  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"113","2.506021481","127.0.0.1","127.0.0.1","TCP","74","59018  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"114","2.506031096","127.0.0.1","127.0.0.1","TCP","74","42009  >  59018 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"115","2.506041825","127.0.0.1","127.0.0.1","TCP","66","59018  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"116","2.506061655","127.0.0.1","127.0.0.1","TCP","1066","59018  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"117","2.506068083","127.0.0.1","127.0.0.1","TCP","66","42009  >  59018 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"118","2.506234502","127.0.0.1","127.0.0.1","TCP","91","42009  >  59018 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804239446 TSecr=2804239446"
"119","2.506250881","127.0.0.1","127.0.0.1","TCP","66","59018  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"120","2.506294104","127.0.0.1","127.0.0.1","TCP","74","42068  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"121","2.506303669","127.0.0.1","127.0.0.1","TCP","74","44009  >  42068 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"122","2.506314420","127.0.0.1","127.0.0.1","TCP","66","42068  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"123","2.506336717","127.0.0.1","127.0.0.1","TCP","1066","42068  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"124","2.506345801","127.0.0.1","127.0.0.1","TCP","66","44009  >  42068 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"125","2.506638754","127.0.0.1","127.0.0.1","TCP","130","44009  >  42068 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804239446 TSecr=2804239446"
"126","2.506663207","127.0.0.1","127.0.0.1","TCP","66","42068  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"127","2.506717535","127.0.0.1","127.0.0.1","TCP","74","41376  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"128","2.506727889","127.0.0.1","127.0.0.1","TCP","74","43009  >  41376 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"129","2.506739548","127.0.0.1","127.0.0.1","TCP","66","41376  >  43009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"130","2.506761292","127.0.0.1","127.0.0.1","TCP","106","41376  >  43009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=40 TSval=2804239446 TSecr=2804239446"
"131","2.506778302","127.0.0.1","127.0.0.1","TCP","66","43009  >  41376 [ACK] Seq=1 Ack=41 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"132","2.506792078","127.0.0.1","127.0.0.1","TCP","78","43009  >  41376 [PSH, ACK] Seq=1 Ack=41 Win=43776 Len=12 TSval=2804239446 TSecr=2804239446"
"133","2.506807136","127.0.0.1","127.0.0.1","TCP","66","41376  >  43009 [ACK] Seq=41 Ack=13 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"134","2.506850434","127.0.0.1","127.0.0.1","TCP","74","59024  >  42009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"135","2.506860093","127.0.0.1","127.0.0.1","TCP","74","42009  >  59024 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"136","2.506870112","127.0.0.1","127.0.0.1","TCP","66","59024  >  42009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"137","2.506890271","127.0.0.1","127.0.0.1","TCP","1066","59024  >  42009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"138","2.506896856","127.0.0.1","127.0.0.1","TCP","66","42009  >  59024 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"139","2.507103985","127.0.0.1","127.0.0.1","TCP","91","42009  >  59024 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=25 TSval=2804239446 TSecr=2804239446"
"140","2.507122747","127.0.0.1","127.0.0.1","TCP","66","59024  >  42009 [ACK] Seq=1001 Ack=26 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"141","2.507166312","127.0.0.1","127.0.0.1","TCP","74","42074  >  44009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=0 WS=128"
"142","2.507176227","127.0.0.1","127.0.0.1","TCP","74","44009  >  42074 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239446 TSecr=2804239446 WS=128"
"143","2.507186663","127.0.0.1","127.0.0.1","TCP","66","42074  >  44009 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"144","2.507205953","127.0.0.1","127.0.0.1","TCP","1066","42074  >  44009 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=1000 TSval=2804239446 TSecr=2804239446"
"145","2.507212290","127.0.0.1","127.0.0.1","TCP","66","44009  >  42074 [ACK] Seq=1 Ack=1001 Win=45696 Len=0 TSval=2804239446 TSecr=2804239446"
"146","2.507384273","127.0.0.1","127.0.0.1","TCP","130","44009  >  42074 [PSH, ACK] Seq=1 Ack=1001 Win=45696 Len=64 TSval=2804239446 TSecr=2804239446"
"147","2.507403329","127.0.0.1","127.0.0.1","TCP","66","42074  >  44009 [ACK] Seq=1001 Ack=65 Win=43776 Len=0 TSval=2804239446 TSecr=2804239446"
"148","3.008211031","127.0.0.1","127.0.0.1","TCP","74","41382  >  43009 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=2804239597 TSecr=0 WS=128"
